X,Y,PURCHASE,FLOORSZ,TYPETRRD,TYPEBNGLW,TYPEFLAT,BLDPWW1,BLDPOSTW,BLD60S,BLD70S,BLD80S,BATH2,BEDS2,GARAGE1,CENTHEAT,UNEMPLOY,PROF,BLDINTW
526100.0,163400.0,84000.000000,43.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.26391670004,48.08615240550,"0"
525300.0,163500.0,87000.000000,51.000000,"0","0","1","0","0","0","0","0","0","0","0","0",2.76120674962,45.80160422380,"0"
525400.0,163500.0,63950.000000,41.000000,"0","0","1","0","0","0","0","0","0","0","0","1",2.76120674962,45.80160422380,"1"
529600.0,163500.0,130000.000000,85.000000,"1","0","0","1","0","0","0","0","0","1","0","1",6.13924050633,34.17953667950,"0"
532100.0,163500.0,105000.000000,67.000000,"0","0","1","1","0","0","0","0","0","1","0","1",5.26999711233,34.48302116640,"0"
524700.0,163700.0,220000.000000,135.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.76120674962,45.80160422380,"1"
529000.0,163700.0,180000.000000,120.000000,"0","0","0","1","0","0","0","0","0","1","0","1",3.19018404908,39.35586061250,"0"
532500.0,163700.0,115950.000000,87.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.59136132007,48.14214200100,"0"
532600.0,163700.0,118000.000000,75.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.59136132007,48.14214200100,"0"
532900.0,163700.0,114950.000000,88.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.59136132007,48.14214200100,"0"
533100.0,163700.0,147500.000000,108.000000,"1","0","0","0","0","0","0","1","0","1","1","1",3.59136132007,48.14214200100,"0"
518500.0,163800.0,129950.000000,75.000000,"1","0","0","0","0","0","0","0","0","1","0","1",3.24218750000,38.01348219930,"1"
519400.0,163800.0,104950.000000,75.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.24218750000,38.01348219930,"0"
523900.0,164000.0,273000.000000,160.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.24554039874,49.08363176740,"1"
532500.0,164000.0,121000.000000,77.000000,"1","0","0","1","0","0","0","0","0","1","0","1",5.26999711233,34.48302116640,"0"
545100.0,164000.0,145000.000000,93.000000,"0","1","0","0","1","0","0","0","0","1","0","1",3.10532941670,40.26831345830,"0"
545900.0,164000.0,72000.000000,78.000000,"0","0","1","0","0","1","0","0","0","1","1","1",2.41865822056,46.33519074150,"0"
517700.0,164100.0,129000.000000,80.000000,"1","0","0","0","0","0","0","0","0","1","1","0",3.06598533659,32.79064434760,"1"
526600.0,164100.0,106000.000000,63.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.93378426486,37.24761426420,"0"
527600.0,164100.0,159000.000000,130.000000,"1","0","0","0","0","0","1","0","0","1","1","1",3.20305052431,44.01771004940,"0"
528300.0,164100.0,235000.000000,150.000000,"0","0","0","0","0","0","0","0","0","1","1","1",3.20305052431,44.01771004940,"1"
518100.0,164200.0,100000.000000,80.000000,"0","0","1","0","0","0","1","0","0","1","0","1",3.06598533659,32.79064434760,"0"
518400.0,164200.0,75000.000000,47.000000,"0","0","1","0","0","0","1","0","0","0","0","1",3.06598533659,32.79064434760,"0"
527100.0,164200.0,72500.000000,60.000000,"0","0","1","0","0","1","0","0","0","0","0","0",3.20305052431,44.01771004940,"0"
528800.0,164200.0,184950.000000,120.000000,"0","0","0","1","0","0","0","0","0","1","0","1",3.26147042565,40.56423173800,"0"
543900.0,164200.0,129000.000000,67.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.91536516436,45.82978723400,"0"
530400.0,164300.0,185000.000000,146.000000,"0","0","0","0","0","0","0","0","1","1","0","1",3.19423929099,38.38180537390,"1"
526000.0,164400.0,112000.000000,57.000000,"1","0","0","0","0","0","0","1","0","1","0","1",3.93378426486,37.24761426420,"0"
527200.0,164400.0,191500.000000,110.000000,"0","0","0","0","0","0","0","0","0","1","1","1",3.20305052431,44.01771004940,"1"
528500.0,164400.0,126500.000000,78.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.26147042565,40.56423173800,"0"
539600.0,164400.0,184000.000000,115.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.93597933940,43.97332062890,"1"
545500.0,164400.0,230000.000000,140.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.41865822056,46.33519074150,"1"
546100.0,164400.0,180000.000000,114.000000,"0","0","0","0","1","0","0","0","0","1","1","1",2.41865822056,46.33519074150,"0"
518100.0,164500.0,160000.000000,96.000000,"0","0","0","0","0","0","0","0","0","1","0","0",3.06598533659,32.79064434760,"1"
518100.0,164500.0,112950.000000,71.000000,"1","0","0","1","0","0","0","0","0","1","0","0",3.06598533659,32.79064434760,"0"
526400.0,164500.0,125000.000000,60.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.93378426486,37.24761426420,"0"
531200.0,164500.0,84000.000000,53.000000,"0","0","1","0","0","0","0","0","0","1","0","1",5.26999711233,34.48302116640,"0"
532500.0,164500.0,69000.000000,45.000000,"0","0","1","0","0","1","0","0","0","0","0","0",5.95135201877,48.43738510180,"0"
532700.0,164500.0,79950.000000,52.000000,"0","0","1","1","0","0","0","0","0","0","0","1",5.95135201877,48.43738510180,"0"
544400.0,164500.0,142000.000000,80.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.91536516436,45.82978723400,"0"
525600.0,164600.0,87000.000000,90.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.93378426486,37.24761426420,"0"
525800.0,164600.0,83950.000000,47.000000,"0","0","1","0","0","0","0","1","0","0","0","1",3.93378426486,37.24761426420,"0"
526200.0,164600.0,66000.000000,62.000000,"0","0","1","0","0","1","0","0","0","0","0","1",3.93378426486,37.24761426420,"0"
531800.0,164600.0,77000.000000,59.000000,"0","0","1","0","0","1","0","0","0","1","1","1",5.26999711233,34.48302116640,"0"
532400.0,164600.0,97500.000000,92.000000,"1","0","0","1","0","0","0","0","0","1","0","1",5.26999711233,34.48302116640,"0"
527700.0,164700.0,84000.000000,56.000000,"0","0","1","0","0","0","1","0","0","0","1","1",3.20305052431,44.01771004940,"0"
532900.0,164700.0,79500.000000,57.000000,"0","0","1","0","0","0","0","1","0","0","0","1",3.59136132007,48.14214200100,"0"
524700.0,164800.0,87000.000000,37.000000,"0","0","1","0","0","0","0","0","0","0","0","0",2.76120674962,45.80160422380,"0"
524800.0,164800.0,102950.000000,95.000000,"0","0","1","0","0","1","0","0","0","1","1","1",2.76120674962,45.80160422380,"0"
528900.0,164800.0,96000.000000,52.000000,"0","0","1","0","0","0","0","0","0","1","0","1",3.26147042565,40.56423173800,"1"
533100.0,164800.0,150000.000000,71.000000,"0","0","1","0","0","0","0","1","0","1","0","1",5.95135201877,48.43738510180,"0"
539600.0,164800.0,161000.000000,92.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.93597933940,43.97332062890,"1"
539600.0,164800.0,161000.000000,92.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.93597933940,43.97332062890,"1"
545300.0,164800.0,127000.000000,86.000000,"1","0","0","0","0","1","0","0","0","1","1","1",2.41865822056,46.33519074150,"0"
545600.0,164800.0,112000.000000,66.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.41865822056,46.33519074150,"0"
524200.0,164900.0,84950.000000,65.000000,"0","0","1","0","0","0","0","0","0","0","0","0",2.36325519344,39.52432645810,"1"
532500.0,164900.0,98000.000000,74.000000,"0","0","1","0","0","0","0","0","0","1","0","0",5.95135201877,48.43738510180,"1"
533400.0,164900.0,93000.000000,57.000000,"0","0","1","0","0","0","0","1","0","1","0","0",5.95135201877,48.43738510180,"0"
537200.0,164900.0,68000.000000,69.000000,"0","0","1","0","0","1","0","0","0","1","0","1",4.78851963746,37.74218917570,"0"
522400.0,165000.0,175000.000000,88.000000,"1","0","0","0","0","0","0","0","0","1","1","1",2.36325519344,39.52432645810,"1"
528200.0,165000.0,95000.000000,60.000000,"0","0","1","0","0","0","0","1","0","1","0","0",3.26147042565,40.56423173800,"0"
531200.0,165000.0,144000.000000,99.000000,"1","0","0","0","0","0","0","0","0","1","1","1",5.26999711233,34.48302116640,"1"
525300.0,165100.0,83000.000000,104.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.82076415283,35.38381201040,"0"
525600.0,165100.0,77500.000000,47.000000,"0","0","1","1","0","0","0","0","0","0","0","1",3.82076415283,35.38381201040,"0"
526700.0,165100.0,175000.000000,114.000000,"0","0","0","0","0","0","0","0","0","1","1","1",3.77707831883,30.82866525010,"1"
526800.0,165100.0,86000.000000,56.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.77707831883,30.82866525010,"0"
526800.0,165100.0,86000.000000,57.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.77707831883,30.82866525010,"0"
526800.0,165100.0,83500.000000,47.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.77707831883,30.82866525010,"0"
528400.0,165100.0,70000.000000,40.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.26147042565,40.56423173800,"0"
532300.0,165100.0,130000.000000,79.000000,"0","0","0","1","0","0","0","0","0","1","0","1",5.95135201877,48.43738510180,"0"
529700.0,165200.0,160000.000000,155.000000,"1","0","0","0","0","0","0","1","0","1","0","1",3.19423929099,38.38180537390,"0"
531500.0,165200.0,95000.000000,63.000000,"1","0","0","1","0","0","0","0","0","1","0","1",5.26999711233,34.48302116640,"0"
545300.0,165200.0,186500.000000,138.000000,"0","0","0","0","1","0","0","0","1","1","1","1",2.41865822056,46.33519074150,"0"
527200.0,165300.0,83000.000000,46.000000,"0","0","1","0","0","0","0","0","0","1","0","1",3.77707831883,30.82866525010,"1"
531600.0,165300.0,55000.000000,33.000000,"0","0","1","0","0","0","0","0","0","0","0","0",5.26999711233,34.48302116640,"1"
522700.0,165400.0,265000.000000,120.000000,"0","0","0","0","0","0","1","0","1","1","1","1",2.36325519344,39.52432645810,"0"
526900.0,165400.0,82000.000000,70.000000,"0","0","1","0","0","0","0","0","0","1","0","1",3.77707831883,30.82866525010,"1"
528700.0,165400.0,120000.000000,97.000000,"1","0","0","0","0","0","1","0","0","1","0","1",3.26147042565,40.56423173800,"0"
531800.0,165400.0,117000.000000,107.000000,"0","0","1","1","0","0","0","0","0","1","0","1",5.26999711233,34.48302116640,"0"
533900.0,165400.0,195000.000000,108.000000,"0","0","0","0","0","0","0","1","0","1","1","1",5.95135201877,48.43738510180,"0"
518400.0,165500.0,119500.000000,81.000000,"1","0","0","0","0","1","0","0","0","1","0","1",3.27287066246,36.55208884190,"0"
522500.0,165500.0,124950.000000,52.000000,"0","0","1","1","0","0","0","0","0","1","0","1",2.36325519344,39.52432645810,"0"
522600.0,165500.0,85000.000000,38.000000,"0","0","1","1","0","0","0","0","0","0","0","1",2.36325519344,39.52432645810,"0"
533800.0,165500.0,160000.000000,85.000000,"1","0","0","1","0","0","0","0","0","1","1","1",5.95135201877,48.43738510180,"0"
522800.0,165600.0,124000.000000,82.000000,"1","0","0","0","0","0","0","0","0","1","1","0",2.36325519344,39.52432645810,"1"
545000.0,165600.0,220000.000000,115.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.91536516436,45.82978723400,"1"
519000.0,165700.0,162500.000000,93.000000,"1","0","0","0","0","0","0","0","0","1","1","1",3.27287066246,36.55208884190,"1"
527600.0,165700.0,129500.000000,100.000000,"0","0","0","0","0","0","0","0","0","1","1","1",3.77707831883,30.82866525010,"1"
528600.0,165700.0,92000.000000,74.000000,"0","0","1","0","0","0","1","0","0","1","1","0",3.26147042565,40.56423173800,"0"
545400.0,165700.0,237500.000000,148.000000,"0","0","0","0","0","0","0","0","1","1","1","1",2.91536516436,45.82978723400,"1"
525300.0,165800.0,63501.000000,102.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.82076415283,35.38381201040,"0"
533000.0,165800.0,230000.000000,206.000000,"0","0","0","0","0","0","0","0","0","1","1","1",4.86087450312,39.79211610120,"1"
533300.0,165800.0,77000.000000,60.000000,"0","0","1","1","0","0","0","0","0","0","0","1",4.86087450312,39.79211610120,"0"
533300.0,165800.0,45000.000000,53.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.86087450312,39.79211610120,"0"
533800.0,165800.0,125000.000000,96.000000,"0","0","1","0","0","0","0","0","0","1","0","1",4.86087450312,39.79211610120,"1"
534100.0,165800.0,87000.000000,74.000000,"0","0","1","0","0","0","1","0","0","0","0","1",4.86087450312,39.79211610120,"0"
534100.0,165800.0,75000.000000,65.000000,"0","0","1","0","0","1","0","0","0","0","0","1",4.86087450312,39.79211610120,"0"
518100.0,165900.0,132950.000000,68.000000,"0","0","1","0","0","1","0","0","0","1","0","1",3.11669913228,52.41386319750,"0"
518500.0,165900.0,238500.000000,105.000000,"1","0","0","1","0","0","0","0","0","1","0","1",3.11669913228,52.41386319750,"0"
518600.0,165900.0,50000.000000,40.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.11669913228,52.41386319750,"1"
524100.0,165900.0,89000.000000,72.000000,"0","0","1","0","0","1","0","0","0","1","0","1",2.73303167421,34.50145208130,"0"
533500.0,165900.0,175000.000000,88.000000,"1","0","0","1","0","0","0","0","0","1","0","1",4.86087450312,39.79211610120,"0"
544600.0,165900.0,360000.000000,160.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.91536516436,45.82978723400,"1"
518200.0,166000.0,279995.000000,137.000000,"0","0","0","0","1","0","0","0","0","1","1","1",3.11669913228,52.41386319750,"0"
518300.0,166000.0,108500.000000,41.000000,"0","0","1","0","0","0","0","1","0","0","0","1",3.11669913228,52.41386319750,"0"
519500.0,166000.0,160000.000000,114.000000,"0","0","0","0","0","0","0","0","0","1","0","0",3.27287066246,36.55208884190,"1"
522600.0,166000.0,90000.000000,46.000000,"0","0","1","1","0","0","0","0","0","1","0","1",2.68827103664,37.82325391980,"0"
528000.0,166000.0,89000.000000,60.000000,"0","0","1","0","0","0","0","0","0","1","1","1",3.77707831883,30.82866525010,"1"
534000.0,166000.0,55500.000000,29.000000,"0","0","1","0","0","0","0","1","0","0","0","1",4.86087450312,39.79211610120,"0"
523700.0,166100.0,76500.000000,50.000000,"0","0","1","0","0","0","0","1","0","0","1","1",2.68827103664,37.82325391980,"0"
524300.0,166100.0,129950.000000,72.000000,"1","0","0","0","0","0","0","0","0","1","0","1",2.73303167421,34.50145208130,"1"
532600.0,166100.0,55500.000000,31.000000,"0","0","1","0","0","0","0","1","0","0","0","0",5.95135201877,48.43738510180,"0"
533600.0,166100.0,85000.000000,43.000000,"0","0","1","0","0","0","1","0","0","0","1","1",4.86087450312,39.79211610120,"0"
542400.0,166100.0,156950.000000,93.000000,"0","0","0","0","0","1","0","0","0","1","1","1",3.44827586207,37.13196356700,"0"
545500.0,166100.0,479995.000000,180.000000,"0","0","0","0","0","0","0","0","1","1","1","1",2.19597152809,50.36791758650,"1"
545500.0,166100.0,479995.000000,180.000000,"0","0","0","0","0","0","0","0","1","1","1","1",2.19597152809,50.36791758650,"1"
519200.0,166200.0,100000.000000,41.000000,"0","0","1","0","0","0","0","0","0","0","0","1",3.27287066246,36.55208884190,"0"
522500.0,166200.0,137000.000000,72.000000,"1","0","0","1","0","0","0","0","0","1","0","1",2.68827103664,37.82325391980,"0"
533900.0,166200.0,72950.000000,46.000000,"0","0","1","1","0","0","0","0","0","0","0","1",4.86087450312,39.79211610120,"0"
535500.0,166200.0,95000.000000,53.000000,"0","0","0","0","0","0","0","1","0","0","0","1",4.78851963746,37.74218917570,"0"
539800.0,166200.0,249000.000000,154.000000,"0","0","0","0","0","0","0","0","0","1","1","1",2.93597933940,43.97332062890,"1"
526800.0,166300.0,99500.000000,70.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.66583953681,22.04150308470,"1"
532800.0,166300.0,69950.000000,60.000000,"0","0","1","1","0","0","0","0","0","0","0","1",5.95135201877,48.43738510180,"0"
533200.0,166300.0,149950.000000,131.000000,"1","0","0","0","0","0","1","0","0","1","1","1",4.86087450312,39.79211610120,"0"
533200.0,166300.0,107000.000000,60.000000,"0","0","1","1","0","0","0","0","0","1","0","1",4.86087450312,39.79211610120,"0"
545900.0,166300.0,355000.000000,136.000000,"0","1","0","0","1","0","0","0","0","1","1","1",2.19597152809,50.36791758650,"0"
518900.0,166400.0,142000.000000,65.000000,"0","0","1","1","0","0","0","0","0","1","0","1",3.11669913228,52.41386319750,"0"
522400.0,166400.0,148000.000000,73.000000,"1","0","0","0","0","0","0","0","0","1","0","1",3.01854247520,43.95519077200,"1"
523900.0,166400.0,142500.000000,113.000000,"1","0","0","0","0","0","0","0","0","1","1","1",3.01018149624,34.80351906160,"1"
528200.0,166400.0,108000.000000,77.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.60943145085,26.37126865670,"1"
531200.0,166400.0,105000.000000,99.000000,"1","0","0","0","0","0","0","0","0","1","0","1",7.47276988832,25.89092872570,"1"
532100.0,166400.0,66500.000000,46.000000,"0","0","1","1","0","0","0","0","0","0","0","1",7.47276988832,25.89092872570,"0"
547000.0,166400.0,72500.000000,48.000000,"0","0","1","0","0","0","1","0","0","0","0","1",3.93667094566,36.80175976540,"0"
522700.0,166500.0,90000.000000,68.000000,"0","0","0","1","0","0","0","0","0","1","0","0",2.68827103664,37.82325391980,"0"
524800.0,166500.0,159950.000000,105.000000,"1","0","0","0","0","0","0","0","0","1","0","1",2.73303167421,34.50145208130,"1"
525700.0,166500.0,112000.000000,82.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.66583953681,22.04150308470,"1"
532700.0,166500.0,69500.000000,61.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.01886792453,28.23650739090,"0"
539000.0,166500.0,195000.000000,125.000000,"1","0","0","0","0","0","0","0","1","1","1","1",2.71683858783,47.64420029580,"1"
524600.0,166600.0,245000.000000,131.000000,"0","0","0","1","0","0","0","0","0","1","1","1",2.73303167421,34.50145208130,"0"
540000.0,166600.0,245000.000000,150.000000,"0","0","0","0","0","0","0","0","1","1","0","1",2.93597933940,43.97332062890,"1"
526200.0,166700.0,105000.000000,76.000000,"1","0","0","0","0","0","0","0","0","1","0","0",5.66583953681,22.04150308470,"1"
532000.0,166700.0,70000.000000,54.000000,"0","0","1","1","0","0","0","0","0","0","0","1",8.01886792453,28.23650739090,"0"
517700.0,166800.0,159950.000000,55.000000,"0","0","1","0","0","0","0","1","0","1","1","1",3.11669913228,52.41386319750,"0"
525600.0,166800.0,125000.000000,92.000000,"1","0","0","0","1","0","0","0","0","1","0","1",5.66583953681,22.04150308470,"0"
527100.0,166800.0,112750.000000,83.000000,"0","0","0","0","0","0","0","0","0","1","0","1",5.60943145085,26.37126865670,"1"
531400.0,166800.0,150000.000000,125.000000,"1","0","0","1","0","0","0","0","1","1","0","1",7.47276988832,25.89092872570,"0"
533200.0,166800.0,119950.000000,82.000000,"0","0","0","0","0","0","0","0","0","1","0","0",4.86087450312,39.79211610120,"1"
536200.0,166800.0,150000.000000,105.000000,"0","0","0","0","1","0","0","0","0","1","0","1",4.54195535027,35.38427365620,"0"
518600.0,166900.0,112000.000000,80.000000,"0","0","1","0","0","0","0","1","0","1","0","1",3.75807398708,49.92374727670,"0"
518900.0,166900.0,135000.000000,54.000000,"0","0","1","1","0","0","0","0","0","1","0","1",3.75807398708,49.92374727670,"0"
524200.0,166900.0,107000.000000,60.000000,"0","0","1","0","1","0","0","0","0","1","0","1",3.01018149624,34.80351906160,"0"
524500.0,166900.0,179950.000000,96.000000,"1","0","0","0","0","0","0","0","0","1","1","1",3.01018149624,34.80351906160,"1"
527100.0,166900.0,101000.000000,70.000000,"1","0","0","0","0","0","0","0","0","1","0","1",5.60943145085,26.37126865670,"1"
